2019-04-02 21:01:09  [ INFO ]  [ method:com.qj.api.auto.cases.LoginSingle.login(LoginSingle.java:28) ]  登录使用的参数为【{"mobilephone":"18825287006","pwd":"123456"}】
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【2】【登录接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/login】
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【2】获取到请求的接口类型post
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【8】条用例
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/login
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=, pwd=123456]】
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":0,"code":"20103","data":null,"msg":"手机号不能为空"}]
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【1】【注册接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/register】
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【1】获取到请求的接口类型post
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【1】条用例
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/register
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=18999998785, pwd=]】
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":0,"code":"20103","data":null,"msg":"密码不能为空"}]
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【1】【注册接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/register】
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【1】获取到请求的接口类型post
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【6】条用例
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/register
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=18999998785, pwd=123456]】
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":1,"code":"10001","data":null,"msg":"注册成功"}]
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.NotNeedLoginCaseProcessorTest2.toAddProjectUserId(NotNeedLoginCaseProcessorTest2.java:74) ]  开始获取注册用户的id==========================
2019-04-02 21:42:36  [ INFO ]  [ method:com.qj.api.auto.cases.NotNeedLoginCaseProcessorTest2.toAddProjectUserId(NotNeedLoginCaseProcessorTest2.java:78) ]  获取到的注册手机号为18999998785
2019-04-02 21:42:37  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.getSpecifiedValueInInterface(VariableUtil.java:130) ]  将【${toAddProjectUserId}:去添加的项目的用户id】变量的值替换为【1135647】
2019-04-02 21:50:29  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:50:30  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【1】【注册接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/register】
2019-04-02 21:50:30  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【1】获取到请求的接口类型post
2019-04-02 21:50:30  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【1】条用例
2019-04-02 21:50:30  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${toBeRegisterMobilephone}:待注册的手机号】----》》变量值:【18999998786】
2019-04-02 21:50:30  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${notValidMobilephone}:不合格的手机号】----》》变量值:【123456】
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${notRegisterYetMobilephone}:还未注册的手机号】----》》变量值:【18999998787】
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${toBeRegisterPassword}:待注册的密码】----》》变量值:【123456】
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${notValidPassword}:不合格的密码】----》》变量值:【12345】
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${wrongPassword}:错误的密码】----》》变量值:【1234567】
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${toAddProjectUserId}:去添加的项目的用户id】----》》变量值:【动态变量预留位】
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.VariableUtil.loadVariablesToMap(VariableUtil.java:107) ]  变量名:【${toExamineProjectId}:去审核的项目id】----》》变量值:【动态变量预留位】
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/register
2019-04-02 21:50:31  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=18999998786, pwd=]】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":0,"code":"20103","data":null,"msg":"密码不能为空"}]
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【1】【注册接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/register】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【1】获取到请求的接口类型post
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【2】条用例
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/register
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=, pwd=123456]】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":0,"code":"20103","data":null,"msg":"手机号不能为空"}]
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.NotNeedLoginCaseProcessorTest.toAddProjectUserId(NotNeedLoginCaseProcessorTest.java:74) ]  开始获取注册用户的id==========================
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.NotNeedLoginCaseProcessorTest.toAddProjectUserId(NotNeedLoginCaseProcessorTest.java:78) ]  获取到的注册手机号为18999998786
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【1】【注册接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/register】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【1】获取到请求的接口类型post
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【1】条用例
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/register
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=18999998786, pwd=]】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":0,"code":"20103","data":null,"msg":"密码不能为空"}]
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【1】【注册接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/register】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【1】获取到请求的接口类型post
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【6】条用例
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/register
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=18999998786, pwd=123456]】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":1,"code":"10001","data":null,"msg":"注册成功"}]
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【2】【登录接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/login】
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【2】获取到请求的接口类型post
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【7】条用例
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/login
2019-04-02 21:50:32  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=18999998786, pwd=]】
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":0,"code":"20103","data":null,"msg":"密码不能为空"}]
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:28) ]  调用接口前的数据验证
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:47) ]  根据接口编号【2】【登录接口】获取到请求的url【http://test.lemonban.com/futureloan/mvc/api/member/login】
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:51) ]  根据接口编号【2】获取到请求的接口类型post
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:52) ]  当前执行用例sheet页的第【8】条用例
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:56) ]  替换变量
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:61) ]  开始调用接口
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:45) ]  接口请求地址http://test.lemonban.com/futureloan/mvc/api/member/login
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:67) ]  请求参数为【[mobilephone=, pwd=123456]】
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.util.HttpUnit.doPost(HttpUnit.java:88) ]  接口响应报文code=[200],result=[{"status":0,"code":"20103","data":null,"msg":"手机号不能为空"}]
2019-04-02 21:50:33  [ INFO ]  [ method:com.qj.api.auto.cases.BaseProcessor.caseBase(BaseProcessor.java:73) ]  接口调用后数据校验
